Text,Label,Asian,Black,Female,Mental Disability,Muslim,Physical Disability,No Disability,Not Asian,Not Black,Not Female,Not Muslim
Why are you still on the air? Shit,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful
What would the abuser doing to her around the neck? Stupid dick (the abuser),Not Hateful,Not Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
Well this is like exactly how I feel. Except I don'?t want to be straight.,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
WE HATE OUR LEADERS. LEARN FROM EROPEANS AND LEARN FROM AMERICANS. THEY ARE BETTER THAN OUR LEADERS.WE ARE NOT ELECTING GOOD LEADRES WE ARE ELECTING CRIMINALS.,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
We are proud to be an Indian Muslim,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"To the lady that can barely speak English and then look down upon her own people, that'??s disgraceful.",Not Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
this is probably the first time i?ve seen someone who looks like a child and pedophile at the same time,Not Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
They don'??t clean up the rubbish that they all throw on the floor the place looks a mess.,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"They are violent fucking savages what the fuck did you think would happen? We wont be thrown around, this is our continent and our responsibility to preserve.",Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
These people do not represent Islam!!,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
These girls are so pretty seriously. Being autistic is such an interesting experience and I am happy to be autistic!,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"There are no traditional German values. Germany was unified very late, so regional values and traditions still rank higher than modern ""German"" values.",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
The Resistance avenge women and children killed by US and Allies !!!,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
the only thing that annoys me is noisy neighbours and their music.,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"The mountain is near the black sea, no wonder we are called caucasian",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"The lady on sitting on the left, with the yellow jacket, is the epitome of a ""smart retard"".",Not Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful
the girl in glasses is so freaking cute! what'??s her channel??,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"The fear of approaching a girl while not being a lesbian is so real. You're spot on. You want to be flirty and everything but at the back of your head you always have ""what if she's not cool with me not being a lesbian"". I'm pan, but I kinda gave up on relationships with women (both born women and trans women) quite some time ago, because the amount of ""you're gonna leave me for a guy"", or constant ""are you sure you like girls and it's not a phase?"" or ""I can' be with someone who is not true to themselves (as in I'm actually a lesbian but I don' want to admit it)"" and other bs was just too much. They were never worried about another woman btw, it was always either about men or questioning validity of my sexuality. It's really quite sad, because other than that each of my exes were really strong, confident women. Except when it was about my sexuality.",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"The fact that shes only representing black lives seems kinda ironic to me. lol shouldnt it be all lives?? Not just black ones. She clearly thinks her race is more supirior she even admits shes racist, joking or not thats the only fact she said in the whole video.",Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
"That?s wrong! Even though they disagree with her beliefs, they have no right to put their hands on a woman",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
that was scripted right? please let that be scripted. No real human would have said any of those things,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
That is a lot of really dumb people in one room. Wow,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
that girl who pushed her needs to pay personally for all the family's medical bills lol. only fair,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful
"Thank you John, for sharing this experience with us, people. What I wanna say to refugees is, stay strong! Although our current president is... failing to help you, I will be there at Washington DC protesting for you. The people who suffered the most should be saved from evil!",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
Tell me where to ship this comfy electric chair for your kid,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
Syria war is over they can go back its safe now.,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
stupid dumb ass,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Not Hateful
STOP PUTTING THIS IN MY RECOMMEND WTF I'M NOT GAY,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful
"So, in other words, women's rights are freedom from responsibility and men's rights are responsibility. Is she serious?",Not Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful
"So proud of you mom, wish Allah give you strong. Just saying Alhamdulillah to your husband and your son, Allah give them mercy with a beautifull died. I am not supprising that you did not crying, because both your son and your husband did not die, they still alive in jannah, aamiin...",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
So can I put a wig and run with girls?,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"Sink the boats. After that, not our problem. They'll soon get the message.",Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
Should'????ve set a bug bomb off and locked them in,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
"seen the way the israelis treat the palestinians? slaughter on a weekly basis, very racist are the israelis to the point of genocide.",Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
"Racism and nationalism is nothing but ignorance. Hence the hate, and cruelty",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
People with autism is so nice,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"People get views of a religion from other people opinion and deeds, just focus on yourself. This business is between you and your god. People who say islam is not peace, that's wrong. God didn't want this, it's not mentioned anywhere.",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
Our home-grown animals are infinitely preferable.,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
One people. One nation. End migration.,Not Hateful,Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful
Ok so where the hell this Terrorist get guns and ammos??,Not Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful
"Oh, I believe that 13 reasons why romanticises suicide. It's the ultimate expression of the high-drama line you will be sorry when I'm gone, and it's terrible. The suicide scene itself was disturbing, just not in the way it was probably intended to be. Thank you for this. I find that it's more difficult for real cases of mental illness to be taken seriously because of this stupid fad.",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
not true in saudia arabia women have freedom,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
My parents are homophobes. :(,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"My God, the cancer is spreading",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"Let kids be kids for fucks sake ,",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
It's that nerdy guy from the polar express.,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"It's simple. Ask a person if they're Asian. If the first words out of their mouths are anything other than yes, they are not Asian",Not Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful
It's killing me seeing gays treated like that,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
Islam and Christianity have mixed for centuries so the idea that we cannot coexist is an ignorant idea.,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
In the US that same game was called ten little Indians. I know.. It?s boring,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
IM GAY AND FUCKING PROUD FUCK BITCHES LIKE THESE PEOPLE,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Hateful,Not Hateful
"Im bisexual but im not looking to hook up with whatever. And i havent come out yet. Im scared, really scared.",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
If your face was used on the inside of a jack-in-the-box there would be an epidemic of children dying from shock and disgust.,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful
"If you had a Winnie, even tinnie, and flat chest I would hire you miss. Now no way.",Not Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful
If it takes you a year of interviewing to come to these very basic conclusions how brain washed do you have to be. Damn.,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Not Hateful
"I'?m beginning to doubt your accuracy, I mean violent Canadians? That'?s just absurd.",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"I'm an Asian immigrant who came to the states when I was 16. Growing up and living in midwest, I did experience lots of racism last 20 yrs. It didnt matter to them how hard I worked to become a doctor, what kind of person I was, how much I contributed to the society... racism that I experienced was purely based on my skin color and accent. And I hate to say it but probably 80-90% of my unpleasant experience was by other minorities such as blacks, Hispanics and even other asians. Yes, some Asians actually treat white customers with more respect than other asian customers",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful,Not Hateful
I would prefer a phallic world,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
I would fucking kill Jared leto,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful
"i think mental illness was romanticized for a long time already. Take an example from emos, tumblr and more. I think people are really influenced by famous people. It looks beautiful because celebrities seem to have a movie like life and people want to be special and end up being delusional.",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
I see the depression caused her to gain more weight.,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
I read the title and immediately was ready to kill,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
I like this lady. Seems like a role model for both men and women on how to have an open mind,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
I hate white flour and white sugar. Are two of the three white deaths!!,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
I get out the closet this weekend to some friends...,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"I can totally relate to this and it actually hurts, I'm also biracial white and afro-american",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
Huh kids like this with crazy eyes and weird moves lurking around are scary. Please mama of this creeper cuff him and sent him to an asylum?,Not Hateful,Not Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful
Hit did not hit her she hit first and this is defense,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
Head looks like a big ass jelly bean,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
HE SHOT THE KID!?!? HE SHOT THE EFFIN KID!!!! BOI YOU BETTER SLEEP WITH ONE EYE OPEN BECAUSE IMMA WHOOP YOUR STUPID LITTLE BUTT TILL YOU WISH YOU WERE NEVER BORN YA HERE ME!!!! WITHERED SHALL BE AVENGED!!!!,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
he may be in a wheelchair but he's not at all bad looking! forget the trolls dude,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
He had a valid point. If your obese don't go out in public especially a all you can eat. Unless you want to see looks or hear remarks. Or just lose that weight. If you don't want to be a fat ass and you don't like what you look like change it.,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
"Handsome woman, eww..",Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful
guy is low IQ af,Not Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful
GUN SHOT INA YU HEAD! NO MERCY!,Not Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
Glenn is the type of Korean dude I?m fucking into. I love his weird eyes,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"Get proper translators idiot, he didn?t say that",Not Hateful,Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful
"Germans need to quit blaming themselves for the atrocities committed by the Nazi's. The same thing (shame) is happening here in the U.S. because of the past because of slavery and ""stealing"" the land from the Indians. People are getting sick of hearing that shit and the left is constantly saying how bad ""white"" Americans are.",Not Hateful,Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful,Not Hateful
Fuck off corbyn... Die or retire..,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful
For the song thing I?m white but I?ll say the nigga word when I?m singing songs but if I???m with a black person and it?s making them uncomfortable or they ask me to stop I would out of respect.,Not Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
feminism and Islam are of the same spirit,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
Every time that blonde lady talks I loose twenty brain cells,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful
Even after just getting out of surgery you look like a bomb ass BITCHHH!! Love you and hope you'????re recovering fast!,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
does your little sister know you are wearing her clothes bitch tits?,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
Do people even care about the color of the persons skin or sexuality in a movie?Its just a bloody movie.,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
Do not kill people.,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
Didn?t know shitted coloured like you could talk,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
Did you use the ???Tan??? or ???Dark??? filter?,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
Dessert human garbage coming to eurabia,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
Deport the fucking brainless worthless pieces of shit freeloaders after they are all shot,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
Christianity and mostly every religion was told to accept one another and give them respect doesn'??t mean u have to change ur religion and ur opinion just give ur respect and they are equal to u and they are human,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
Call that the Caitlyn Jenner syndrome.,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful
Black women are strong as hell,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
Beautiful pink dress. Your skin is so beautiful. Your face is so pretty. Your eyes are so sexy. Your lips are so sexy. Your lipstick is perfect.,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
b bl bla blac black or w wh whi white,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"as someone who professionally diagnosed with mental illnesses I find it disrespectful and disgusting making a profit off it. making jokes is a different story for me though, I make jokes to help me cope but there'??s a line between joking and being disrespectful.",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"ANYONE who believes in religion blindly lacks the ability to critically think. Do you really want to follow rules made by people who can not critically think? Believe in your god, but have your own values.",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
And that's how black people can be peaceful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"All people are brothers and sisters in humanity, religions separate the people unfortunately",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"After using them as slaves for 100s of years and stealing their all natural resources ,now europe doesn't need them let them die .",Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
Aaah its the mother's fault you guys dont know how hard to take care of autistic kids huh?,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful
 I'm not a Jewish enemy.,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
sons of bitches,Not Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
how about you get real with your fake fucking selves and tell the truth that the normal minded society are the ones being discriminated against you pieces of pig shit i cant stand fake fucking cowards who lie constantly and too much of a bitch to be honest,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
Who was responsible for convincing these girls they were so pretty?,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
Go fucking kill yourself and die already useless ugly pile of shit scumbag,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful
they are all fucking assholes,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful
incoming racist people,Not Hateful,Not Hateful,Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful,Not Hateful,Hateful,Not Hateful
during war discrimination is a military necessitywhen korematsus case reached the supreme court in october 1944 the attorneys for the government pointed to the constitutional war powers of congress and the president the government argued that the military must take all steps necessary to wage war successfully in the view of president roosevelt the war department and general dewitt the internment of all japanese issei and nisei was a military necessityand assuming we were at war with isis then rounding up isis would not be raciston december 18 1944 the supreme court decided 63 to uphold the conviction of korematsu the majority ruled only on his refusal to leave a prohibited military area and did not consider the constitutionality of the relocation camps justice hugo black writing for the majority fully accepted the views of general dewitt justice black also said that korematsu had not been forced from his home because of his race but because of the military urgency of the situation,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
Drink Bleach.,Not Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful
ive been trying to figure out which common american voter is more uniformed republican or democrat for years democrats do any of you have the slightest clue that obama has deported more mexicans than any other president in history,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
if they hide in the engine they would get killedthat is a stupid way they can smuggle into another country,Not Hateful,Not Hateful,Not Hateful,Hateful,Hateful,Not Hateful,Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
jon snow the king in the north thank you for uploading this i have one small complaint he is only talking about deporting illegal immigrants not immigrants in general your title might mislead the less informed,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"Your life isn't that wonderful. That room tells me that you're clearly an alcoholic, and you drink shit beer. Maybe stop wasting your money on shit like that Apple watch, and you could afford some clothes that dont come from Walmart, and get someone other than your mom to cut your hair.",Not Hateful,Not Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Not Hateful
You make me wanna hit the gym. Thicker than a damn snicker dammit!,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
only people to come in must be able to contribute to society not a drain on us must be able to support themselves with a trade we do not need people living off the rest of us,Not Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful,Hateful,Hateful,Hateful,Hateful,Hateful,Not Hateful
You should use your time to arrest murderers not little kids,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
you should talk with people of different races from different countries,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
You look like you kill bees for fun,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
